,dt
2897,2019-04-09
2898,2019-04-10
2899,2019-04-11
2900,2019-04-13
2901,2019-04-15
2902,2019-04-16
2903,2019-04-17
2904,2019-04-18
2905,2019-04-19
2906,2019-04-20
2907,2019-04-21
2908,2019-04-22
2909,2019-04-23
2910,2019-04-24
2911,2019-04-25
2912,2019-04-26
2913,2019-04-27
2914,2019-04-28
2915,2019-04-29
2916,2019-05-01
2917,2019-05-02
2918,2019-05-03
2919,2019-05-04
2920,2019-05-06
2921,2019-05-07
2922,2019-05-08
2923,2019-05-09
2924,2019-05-10
2925,2019-05-11
2926,2019-05-12
2927,2019-05-13
2928,2019-05-14
2929,2019-05-15
2930,2019-05-16
2931,2019-05-17
2932,2019-05-18
2933,2019-05-20
2934,2019-05-21
2935,2019-05-22
2936,2019-05-23
2937,2019-05-24
2938,2019-05-25
2939,2019-05-26
2940,2019-05-27
2941,2019-05-28
2942,2019-05-29
2943,2019-05-30
2944,2019-05-31
2945,2019-06-01
2946,2019-06-02
2947,2019-06-03
2948,2019-06-04
2949,2019-06-05
2950,2019-06-06
2951,2019-06-07
2952,2019-06-08
2953,2019-06-09
2954,2019-06-10
2955,2019-06-11
2956,2019-06-12
2957,2019-06-13
2958,2019-06-14
2959,2019-06-15
2960,2019-06-16
2961,2019-06-17
2962,2019-06-18
2963,2019-06-19
2964,2019-06-21
2965,2019-06-22
2966,2019-06-23
2967,2019-06-24
2968,2019-06-25
2969,2019-06-27
2970,2019-06-28
2971,2019-07-01
2972,2019-07-02
2973,2019-07-03
2974,2019-07-04
2975,2019-07-05
2976,2019-07-06
2977,2019-07-07
2978,2019-07-08
2979,2019-07-09
2980,2019-07-10
2981,2019-07-11
2982,2019-07-12
2983,2019-07-13
2984,2019-07-14
2985,2019-07-15
2986,2019-07-16
2987,2019-07-17
2988,2019-07-18
2989,2019-07-19
2990,2019-07-20
2991,2019-07-21
2992,2019-07-22
2993,2019-07-23
2994,2019-07-24
2995,2019-07-25
2996,2019-07-26
2997,2019-07-27
2998,2019-07-28
2999,2019-07-29
3000,2019-07-30
3001,2019-07-31
3002,2019-08-01
3003,2019-08-02
3004,2019-08-03
3005,2019-08-04
3006,2019-08-05
3007,2019-08-06
3008,2019-08-07
3009,2019-08-09
3010,2019-08-10
3011,2019-08-11
3012,2019-08-13
3013,2019-08-15
3014,2019-08-17
3015,2019-08-18
3016,2019-08-20
3017,2019-08-21
3018,2019-08-22
3019,2019-08-23
3020,2019-08-24
3021,2019-08-25
3022,2019-08-26
3023,2019-08-27
3024,2019-08-28
3025,2019-08-30
3026,2019-08-31
3027,2019-09-01
3028,2019-09-02
3029,2019-09-03
3030,2019-09-05
3031,2019-09-06
3032,2019-09-07
3033,2019-09-09
3034,2019-09-10
3035,2019-09-11
3036,2019-09-12
3037,2019-09-14
3038,2019-09-15
3039,2019-09-16
3040,2019-09-17
3041,2019-09-18
3042,2019-09-19
3043,2019-09-20
3044,2019-09-22
3045,2019-09-23
3046,2019-09-24
3047,2019-09-25
3048,2019-09-26
3049,2019-09-27
3050,2019-09-28
3051,2019-09-29
3052,2019-09-30
3053,2019-10-01
3054,2019-10-02
3055,2019-10-06
3056,2019-10-07
3057,2019-10-08
3058,2019-10-09
3059,2019-10-10
3060,2019-10-11
3061,2019-10-13
3062,2019-10-14
3063,2019-10-15
3064,2019-10-16
3065,2019-10-17
3066,2019-10-18
3067,2019-10-19
3068,2019-10-20
3069,2019-10-21
3070,2019-10-22
3071,2019-10-23
3072,2019-10-24
3073,2019-10-25
3074,2019-10-26
3075,2019-10-27
3076,2019-10-28
3077,2019-10-29
3078,2019-10-30
3079,2019-10-31
3080,2019-11-01
3081,2019-11-02
3082,2019-11-03
3083,2019-11-04
3084,2019-11-05
3085,2019-11-06
3086,2019-11-07
3087,2019-11-08
3088,2019-11-09
3089,2019-11-10
3090,2019-11-11
3091,2019-11-12
3092,2019-11-14
3093,2019-11-15
3094,2019-11-16
3095,2019-11-17
3096,2019-11-18
3097,2019-11-19
3098,2019-11-20
3099,2019-11-21
3100,2019-11-22
3101,2019-11-23
3102,2019-11-25
3103,2019-11-26
3104,2019-11-27
3105,2019-11-28
3106,2019-11-29
3107,2019-11-30
3108,2019-12-01
3109,2019-12-02
3110,2019-12-03
3111,2019-12-04
3112,2019-12-05
3113,2019-12-06
3114,2019-12-08
3115,2019-12-09
3116,2019-12-12
3117,2019-12-13
3118,2019-12-14
3119,2019-12-15
3120,2019-12-16
3121,2019-12-17
3122,2019-12-18
3123,2019-12-19
3124,2019-12-20
3125,2019-12-21
3126,2019-12-22
3127,2019-12-23
3128,2019-12-24
3129,2019-12-25
3130,2019-12-26
3131,2019-12-27
3132,2019-12-28
3133,2019-12-29
3134,2019-12-30
3135,2019-12-31
3136,2020-01-01
3137,2020-01-02
3138,2020-01-03
3139,2020-01-04
3140,2020-01-05
3141,2020-01-06
3142,2020-01-07
3143,2020-01-09
3144,2020-01-11
3145,2020-01-12
3146,2020-01-13
3147,2020-01-14
3148,2020-01-15
3149,2020-01-16
3150,2020-01-17
3151,2020-01-18
3152,2020-01-19
3153,2020-01-20
3154,2020-01-21
3155,2020-01-22
3156,2020-01-23
3157,2020-01-24
3158,2020-01-25
3159,2020-01-26
3160,2020-01-27
3161,2020-01-28
3162,2020-01-29
3163,2020-01-30
3164,2020-01-31
3165,2020-02-01
3166,2020-02-02
3167,2020-02-03
3168,2020-02-04
3169,2020-02-05
3170,2020-02-07
3171,2020-02-08
3172,2020-02-09
3173,2020-02-10
3174,2020-02-11
3175,2020-02-12
3176,2020-02-13
3177,2020-02-14
3178,2020-02-15
3179,2020-02-16
3180,2020-02-17
3181,2020-02-18
3182,2020-02-19
3183,2020-02-20
3184,2020-02-21
3185,2020-02-22
3186,2020-02-23
3187,2020-02-24
3188,2020-02-25
3189,2020-02-26
3190,2020-02-27
3191,2020-02-28
3192,2020-02-29
3193,2020-03-01
3194,2020-03-02
3195,2020-03-03
3196,2020-03-04
3197,2020-03-05
3198,2020-03-06
3199,2020-03-07
3200,2020-03-08
3201,2020-03-09
3202,2020-03-10
3203,2020-03-11
3204,2020-03-12
3205,2020-03-13
3206,2020-03-14
3207,2020-03-15
3208,2020-03-16
3209,2020-03-17
3210,2020-03-18
3211,2020-03-19
3212,2020-03-20
3213,2020-03-21
3214,2020-03-23
3215,2020-03-24
3216,2020-03-25
3217,2020-03-26
3218,2020-03-27
3219,2020-03-28
3220,2020-03-29
3221,2020-03-30
3222,2020-03-31
3223,2020-04-01
3224,2020-04-02
3225,2020-04-03
3226,2020-04-04
3227,2020-04-05
3228,2020-04-07
3229,2020-04-08
3230,2020-04-10
3231,2020-04-11
3232,2020-04-13
3233,2020-04-14
3234,2020-04-15
3235,2020-04-16
3236,2020-04-17
3237,2020-04-18
3238,2020-04-19
3239,2020-04-20
3240,2020-04-21
3241,2020-04-22
3242,2020-04-23
3243,2020-04-24
3244,2020-04-25
3245,2020-04-26
3246,2020-04-27
3247,2020-04-28
3248,2020-04-29
3249,2020-04-30
3250,2020-05-01
3251,2020-05-02
3252,2020-05-03
3253,2020-05-04
3254,2020-05-05
3255,2020-05-06
3256,2020-05-07
3257,2020-05-08
3258,2020-05-09
3259,2020-05-10
3260,2020-05-11
3261,2020-05-12
3262,2020-05-13
3263,2020-05-14
3264,2020-05-15
3265,2020-05-16
3266,2020-05-17
3267,2020-05-18
3268,2020-05-19
3269,2020-05-20
3270,2020-05-21
3271,2020-05-22
3272,2020-05-23
3273,2020-05-24
3274,2020-05-25
3275,2020-05-26
3276,2020-05-27
3277,2020-05-28
3278,2020-05-29
3279,2020-05-30
3280,2020-05-31
3281,2020-06-01
3282,2020-06-02
3283,2020-06-03
3284,2020-06-04
3285,2020-06-05
3286,2020-06-06
3287,2020-06-07
3288,2020-06-09
3289,2020-06-10
3290,2020-06-11
3291,2020-06-12
3292,2020-06-13
3293,2020-06-16
3294,2020-06-17
3295,2020-06-18
3296,2020-06-19
3297,2020-06-20
3298,2020-06-21
3299,2020-06-22
3300,2020-06-23
3301,2020-06-24
3302,2020-06-25
3303,2020-06-26
3304,2020-06-27
3305,2020-06-28
3306,2020-06-29
3307,2020-06-30
3308,2020-07-01
3309,2020-07-02
3310,2020-07-03
3311,2020-07-04
3312,2020-07-05
3313,2020-07-06
3314,2020-07-07
3315,2020-07-08
3316,2020-07-11
3317,2020-07-12
3318,2020-07-13
3319,2020-07-14
3320,2020-07-15
3321,2020-07-16
3322,2020-07-17
3323,2020-07-18
3324,2020-07-19
3325,2020-07-20
3326,2020-07-21
3327,2020-07-22
3328,2020-07-23
3329,2020-07-26
3330,2020-07-27
3331,2020-07-28
3332,2020-07-29
3333,2020-07-31
3334,2020-08-01
3335,2020-08-02
3336,2020-08-03
3337,2020-08-04
3338,2020-08-05
3339,2020-08-06
3340,2020-08-07
3341,2020-08-08
3342,2020-08-10
3343,2020-08-11
3344,2020-08-12
3345,2020-08-13
3346,2020-08-14
3347,2020-08-15
3348,2020-08-16
3349,2020-08-17
3350,2020-08-18
3351,2020-08-19
3352,2020-08-20
3353,2020-08-21
3354,2020-08-22
3355,2020-08-23
3356,2020-08-24
3357,2020-08-26
3358,2020-08-27
3359,2020-08-28
3360,2020-08-29
3361,2020-08-30
3362,2020-08-31
3363,2020-09-01
3364,2020-09-02
3365,2020-09-03
3366,2020-09-04
3367,2020-09-05
3368,2020-09-06
3369,2020-09-07
3370,2020-09-08
3371,2020-09-10
3372,2020-09-11
3373,2020-09-12
3374,2020-09-13
3375,2020-09-16
3376,2020-09-17
3377,2020-09-18
3378,2020-09-19
3379,2020-09-20
3380,2020-09-21
3381,2020-09-22
3382,2020-09-23
3383,2020-09-24
3384,2020-09-25
3385,2020-09-26
3386,2020-09-27
3387,2020-09-28
3388,2020-09-30
3389,2020-10-02
3390,2020-10-04
3391,2020-10-05
3392,2020-10-06
3393,2020-10-07
3394,2020-10-09
3395,2020-10-10
3396,2020-10-12
3397,2020-10-13
3398,2020-10-14
3399,2020-10-15
3400,2020-10-16
3401,2020-10-17
3402,2020-10-18
3403,2020-10-19
3404,2020-10-20
3405,2020-10-22
3406,2020-10-23
3407,2020-10-24
3408,2020-10-25
3409,2020-10-27
3410,2020-10-28
3411,2020-10-29
3412,2020-10-30
3413,2020-10-31
3414,2020-11-01
3415,2020-11-03
3416,2020-11-05
3417,2020-11-06
3418,2020-11-07
3419,2020-11-09
3420,2020-11-10
3421,2020-11-11
3422,2020-11-12
3423,2020-11-13
3424,2020-11-14
3425,2020-11-15
3426,2020-11-16
3427,2020-11-17
3428,2020-11-18
3429,2020-11-19
3430,2020-11-21
3431,2020-11-22
3432,2020-11-24
3433,2020-11-25
3434,2020-11-26
3435,2020-11-27
3436,2020-11-28
3437,2020-11-29
3438,2020-11-30
3439,2020-12-01
3440,2020-12-03
3441,2020-12-04
3442,2020-12-05
3443,2020-12-06
3444,2020-12-07
3445,2020-12-08
3446,2020-12-09
3447,2020-12-10
3448,2020-12-14
3449,2020-12-15
3450,2020-12-16
3451,2020-12-18
3452,2020-12-19
3453,2020-12-21
3454,2020-12-22
3455,2020-12-23
3456,2020-12-24
3457,2020-12-27
3458,2020-12-28
3459,2020-12-29
3460,2020-12-31
3461,2021-01-01
3462,2021-01-02
3463,2021-01-03
3464,2021-01-04
3465,2021-01-05
3466,2021-01-06
3467,2021-01-07
3468,2021-01-08
3469,2021-01-09
3470,2021-01-10
3471,2021-01-11
3472,2021-01-12
3473,2021-01-13
3474,2021-01-14
3475,2021-01-15
3476,2021-01-16
3477,2021-01-17
3478,2021-01-18
3479,2021-01-19
3480,2021-01-20
3481,2021-01-21
3482,2021-01-22
3483,2021-01-23
3484,2021-01-24
3485,2021-01-25
3486,2021-01-26
3487,2021-01-27
3488,2021-01-28
3489,2021-01-29
3490,2021-01-30
3491,2021-01-31
3492,2021-02-01
3493,2021-02-02
3494,2021-02-04
3495,2021-02-06
3496,2021-02-07
3497,2021-02-09
3498,2021-02-10
3499,2021-02-11
3500,2021-02-12
3501,2021-02-13
3502,2021-02-14
3503,2021-02-15
3504,2021-02-16
3505,2021-02-17
3506,2021-02-18
3507,2021-02-19
3508,2021-02-20
3509,2021-02-21
3510,2021-02-23
3511,2021-02-24
3512,2021-02-25
3513,2021-02-26
3514,2021-02-27
3515,2021-02-28
3516,2021-03-01
3517,2021-03-02
3518,2021-03-03
3519,2021-03-04
3520,2021-03-05
3521,2021-03-06
3522,2021-03-07
3523,2021-03-08
3524,2021-03-09
3525,2021-03-10
3526,2021-03-11
3527,2021-03-12
3528,2021-03-14
3529,2021-03-15
3530,2021-03-17
3531,2021-03-18
3532,2021-03-19
3533,2021-03-20
3534,2021-03-21
3535,2021-03-22
3536,2021-03-23
3537,2021-03-24
3538,2021-03-25
3539,2021-03-26
3540,2021-03-27
3541,2021-03-28
3542,2021-03-29
3543,2021-03-30
3544,2021-03-31
3545,2021-04-01
3546,2021-04-03
3547,2021-04-04
3548,2021-04-05
3549,2021-04-07
3550,2021-04-08
3551,2021-04-09
3552,2021-04-10
3553,2021-04-11
3554,2021-04-12
3555,2021-04-13
3556,2021-04-14
3557,2021-04-15
3558,2021-04-16
3559,2021-04-17
3560,2021-04-19
3561,2021-04-20
3562,2021-04-21
3563,2021-04-23
3564,2021-04-24
3565,2021-04-25
3566,2021-04-27
3567,2021-04-29
3568,2021-04-30
3569,2021-05-02
3570,2021-05-03
3571,2021-05-04
3572,2021-05-06
3573,2021-05-07
3574,2021-05-08
3575,2021-05-09
3576,2021-05-10
3577,2021-05-11
3578,2021-05-12
3579,2021-05-13
3580,2021-05-14
3581,2021-05-15
3582,2021-05-16
3583,2021-05-17
3584,2021-05-18
3585,2021-05-19
3586,2021-05-20
3587,2021-05-21
3588,2021-05-22
3589,2021-05-23
3590,2021-05-24
3591,2021-05-25
3592,2021-05-26
3593,2021-05-27
3594,2021-05-28
3595,2021-05-29
3596,2021-05-30
3597,2021-05-31
3598,2021-06-01
3599,2021-06-02
3600,2021-06-03
3601,2021-06-05
3602,2021-06-06
3603,2021-06-08
3604,2021-06-09
3605,2021-06-10
3606,2021-06-11
3607,2021-06-12
3608,2021-06-13
3609,2021-06-14
3610,2021-06-15
3611,2021-06-17
3612,2021-06-18
3613,2021-06-19
3614,2021-06-20
3615,2021-06-21
3616,2021-06-22
3617,2021-06-23
3618,2021-06-24
3619,2021-06-25
3620,2021-06-27
3621,2021-06-28
3622,2021-06-29
3623,2021-06-30
3624,2021-07-01
3625,2021-07-02
3626,2021-07-03
3627,2021-07-04
3628,2021-07-05
3629,2021-07-06
3630,2021-07-07
3631,2021-07-08
3632,2021-07-09
3633,2021-07-10
3634,2021-07-11
3635,2021-07-13
3636,2021-07-14
3637,2021-07-15
3638,2021-07-16
3639,2021-07-18
3640,2021-07-20
3641,2021-07-22
3642,2021-07-23
3643,2021-07-24
3644,2021-07-25
3645,2021-07-26
3646,2021-07-27
3647,2021-07-28
3648,2021-07-29
3649,2021-07-30
3650,2021-07-31
3651,2021-08-01
3652,2021-08-02
3653,2021-08-04
3654,2021-08-05
3655,2021-08-06
3656,2021-08-07
3657,2021-08-08
3658,2021-08-09
3659,2021-08-10
3660,2021-08-11
3661,2021-08-12
3662,2021-08-13
3663,2021-08-14
3664,2021-08-15
3665,2021-08-16
3666,2021-08-18
3667,2021-08-19
3668,2021-08-20
3669,2021-08-21
3670,2021-08-22
3671,2021-08-24
3672,2021-08-25
3673,2021-08-26
3674,2021-08-28
3675,2021-08-29
3676,2021-08-30
3677,2021-08-31
3678,2021-09-01
3679,2021-09-02
3680,2021-09-03
3681,2021-09-04
3682,2021-09-05
3683,2021-09-06
3684,2021-09-07
3685,2021-09-08
3686,2021-09-09
3687,2021-09-10
3688,2021-09-11
3689,2021-09-12
3690,2021-09-13
3691,2021-09-14
3692,2021-09-16
3693,2021-09-18
3694,2021-09-20
3695,2021-09-21
3696,2021-09-22
3697,2021-09-23
3698,2021-09-24
3699,2021-09-26
3700,2021-09-28
3701,2021-09-30
3702,2021-10-02
3703,2021-10-03
3704,2021-10-05
3705,2021-10-06
3706,2021-10-07
3707,2021-10-09
3708,2021-10-10
3709,2021-10-11
3710,2021-10-12
3711,2021-10-13
3712,2021-10-14
3713,2021-10-15
3714,2021-10-16
3715,2021-10-17
3716,2021-10-18
3717,2021-10-19
3718,2021-10-20
3719,2021-10-21
3720,2021-10-23
3721,2021-10-24
3722,2021-10-26
3723,2021-10-27
3724,2021-10-28
3725,2021-10-29
3726,2021-10-31
3727,2021-11-01
3728,2021-11-02
3729,2021-11-03
3730,2021-11-04
3731,2021-11-05
3732,2021-11-07
3733,2021-11-08
3734,2021-11-09
3735,2021-11-10
3736,2021-11-11
3737,2021-11-12
3738,2021-11-13
3739,2021-11-14
3740,2021-11-15
3741,2021-11-16
3742,2021-11-17
3743,2021-11-18
3744,2021-11-20
3745,2021-11-21
3746,2021-11-23
3747,2021-11-24
3748,2021-11-28
3749,2021-11-29
3750,2021-11-30
3751,2021-12-01
3752,2021-12-02
3753,2021-12-03
3754,2021-12-05
3755,2021-12-06
3756,2021-12-07
3757,2021-12-08
3758,2021-12-09
3759,2021-12-11
3760,2021-12-12
3761,2021-12-13
3762,2021-12-14
3763,2021-12-15
3764,2021-12-16
3765,2021-12-17
3766,2021-12-18
3767,2021-12-19
3768,2021-12-21
3769,2021-12-23
3770,2021-12-25
3771,2021-12-27
3772,2021-12-28
3773,2022-01-01
3774,2022-01-02
3775,2022-01-03
3776,2022-01-04
3777,2022-01-06
3778,2022-01-08
3779,2022-01-09
3780,2022-01-10
3781,2022-01-11
3782,2022-01-13
3783,2022-01-14
3784,2022-01-15
3785,2022-01-16
3786,2022-01-17
3787,2022-01-18
3788,2022-01-19
3789,2022-01-20
3790,2022-01-21
3791,2022-01-23
3792,2022-01-25
3793,2022-01-26
3794,2022-01-27
3795,2022-01-28
3796,2022-01-29
3797,2022-01-30
3798,2022-01-31
3799,2022-02-01
3800,2022-02-02
3801,2022-02-03
3802,2022-02-04
3803,2022-02-05
3804,2022-02-06
3805,2022-02-07
3806,2022-02-08
3807,2022-02-09
3808,2022-02-10
3809,2022-02-11
3810,2022-02-12
3811,2022-02-13
3812,2022-02-14
3813,2022-02-15
3814,2022-02-16
3815,2022-02-17
3816,2022-02-19
3817,2022-02-20
3818,2022-02-21
3819,2022-02-23
3820,2022-02-24
3821,2022-02-25
3822,2022-02-26
3823,2022-02-27
3824,2022-03-01
3825,2022-03-02
3826,2022-03-03
3827,2022-03-04
3828,2022-03-05
3829,2022-03-06
3830,2022-03-07
3831,2022-03-08
3832,2022-03-10
3833,2022-03-11
3834,2022-03-12
3835,2022-03-13
3836,2022-03-14
3837,2022-03-15
3838,2022-03-16
3839,2022-03-18
3840,2022-03-19
3841,2022-03-22
3842,2022-03-24
3843,2022-03-25
3844,2022-03-26
3845,2022-03-27
3846,2022-03-28
3847,2022-03-29
3848,2022-03-30
3849,2022-03-31
3850,2022-04-03
3851,2022-04-04
3852,2022-04-05
3853,2022-04-06
3854,2022-04-07
3855,2022-04-08
3856,2022-04-09
3857,2022-04-10
3858,2022-04-11
3859,2022-04-12
3860,2022-04-13
3861,2022-04-14
3862,2022-04-15
3863,2022-04-16
3864,2022-04-17
3865,2022-04-18
3866,2022-04-19
3867,2022-04-21
3868,2022-04-22
3869,2022-04-23
3870,2022-04-24
3871,2022-04-25
3872,2022-04-26
3873,2022-04-27
3874,2022-04-29
3875,2022-04-30
3876,2022-05-01
3877,2022-05-02
3878,2022-05-03
3879,2022-05-04
3880,2022-05-06
3881,2022-05-07
3882,2022-05-08
3883,2022-05-09
3884,2022-05-10
3885,2022-05-12
3886,2022-05-13
3887,2022-05-14
3888,2022-05-15
3889,2022-05-17
3890,2022-05-18
3891,2022-05-19
3892,2022-05-21
3893,2022-05-22
3894,2022-05-23
3895,2022-05-24
3896,2022-05-25
3897,2022-05-26
3898,2022-05-27
3899,2022-05-28
3900,2022-05-29
3901,2022-05-30
3902,2022-05-31
3903,2022-06-01
3904,2022-06-02
3905,2022-06-03
3906,2022-06-04
3907,2022-06-06
3908,2022-06-07
3909,2022-06-08
3910,2022-06-09
3911,2022-06-10
3912,2022-06-11
3913,2022-06-12
3914,2022-06-13
3915,2022-06-14
3916,2022-06-15
3917,2022-06-16
3918,2022-06-17
3919,2022-06-18
3920,2022-06-19
3921,2022-06-20
3922,2022-06-21
3923,2022-06-22
3924,2022-06-23
3925,2022-06-24
3926,2022-06-25
3927,2022-06-26
3928,2022-06-28
3929,2022-06-29
3930,2022-06-30
3931,2022-07-01
3932,2022-07-02
3933,2022-07-03
3934,2022-07-04
3935,2022-07-05
3936,2022-07-06
3937,2022-07-07
3938,2022-07-08
3939,2022-07-09
3940,2022-07-10
3941,2022-07-11
3942,2022-07-12
3943,2022-07-13
3944,2022-07-14
3945,2022-07-15
3946,2022-07-16
3947,2022-07-17
3948,2022-07-18
3949,2022-07-19
3950,2022-07-20
3951,2022-07-21
3952,2022-07-22
3953,2022-07-23
3954,2022-07-24
3955,2022-07-25
3956,2022-07-26
3957,2022-07-27
3958,2022-07-28
3959,2022-07-29
3960,2022-07-30
3961,2022-07-31
3962,2022-08-01
3963,2022-08-03
3964,2022-08-04
3965,2022-08-05
3966,2022-08-06
3967,2022-08-07
3968,2022-08-08
3969,2022-08-10
3970,2022-08-11
3971,2022-08-13
3972,2022-08-14
3973,2022-08-15
3974,2022-08-16
3975,2022-08-18
3976,2022-08-19
3977,2022-08-20
3978,2022-08-21
3979,2022-08-22
3980,2022-08-23
3981,2022-08-24
3982,2022-08-26
3983,2022-08-27
3984,2022-08-28
3985,2022-08-29
3986,2022-08-30
3987,2022-08-31
3988,2022-09-01
3989,2022-09-02
3990,2022-09-03
3991,2022-09-04
3992,2022-09-05
3993,2022-09-06
3994,2022-09-07
3995,2022-09-08
3996,2022-09-09
3997,2022-09-10
3998,2022-09-12
3999,2022-09-13
4000,2022-09-14
4001,2022-09-15
4002,2022-09-16
4003,2022-09-17
4004,2022-09-18
4005,2022-09-19
4006,2022-09-20
4007,2022-09-21
4008,2022-09-22
4009,2022-09-23
4010,2022-09-24
4011,2022-09-25
4012,2022-09-26
4013,2022-09-27
4014,2022-09-28
4015,2022-09-29
4016,2022-09-30
4017,2022-10-01
4018,2022-10-02
4019,2022-10-03
4020,2022-10-04
4021,2022-10-06
4022,2022-10-07
4023,2022-10-08
4024,2022-10-09
4025,2022-10-10
4026,2022-10-11
4027,2022-10-13
4028,2022-10-14
4029,2022-10-15
4030,2022-10-16
4031,2022-10-17
4032,2022-10-18
4033,2022-10-21
4034,2022-10-22
4035,2022-10-23
4036,2022-10-24
4037,2022-10-25
4038,2022-10-26
4039,2022-10-27
4040,2022-10-28
4041,2022-10-29
4042,2022-10-30
4043,2022-10-31
4044,2022-11-01
4045,2022-11-02
4046,2022-11-03
4047,2022-11-04
4048,2022-11-05
4049,2022-11-06
4050,2022-11-07
4051,2022-11-08
4052,2022-11-09
4053,2022-11-10
4054,2022-11-12
4055,2022-11-14
4056,2022-11-15
4057,2022-11-16
4058,2022-11-17
4059,2022-11-18
4060,2022-11-19
4061,2022-11-20
4062,2022-11-21
4063,2022-11-22
4064,2022-11-25
4065,2022-11-26
4066,2022-11-27
4067,2022-11-28
4068,2022-11-29
4069,2022-11-30
4070,2022-12-01
4071,2022-12-02
4072,2022-12-04
4073,2022-12-06
4074,2022-12-08
4075,2022-12-09
4076,2022-12-10
4077,2022-12-12
4078,2022-12-13
4079,2022-12-14
4080,2022-12-15
4081,2022-12-17
4082,2022-12-18
4083,2022-12-19
4084,2022-12-20
4085,2022-12-21
4086,2022-12-22
4087,2022-12-23
4088,2022-12-24
4089,2022-12-25
4090,2022-12-26
4091,2022-12-27
4092,2022-12-28
4093,2022-12-30
4094,2022-12-31
4095,2023-01-02
4096,2023-01-04
4097,2023-01-05
4098,2023-01-06
4099,2023-01-07
4100,2023-01-08
4101,2023-01-09
4102,2023-01-11
4103,2023-01-12
4104,2023-01-13
4105,2023-01-14
4106,2023-01-15
4107,2023-01-16
4108,2023-01-19
4109,2023-01-20
4110,2023-01-21
4111,2023-01-22
4112,2023-01-24
4113,2023-01-25
4114,2023-01-26
4115,2023-01-30
4116,2023-01-31
4117,2023-02-01
4118,2023-02-02
4119,2023-02-03
4120,2023-02-04
4121,2023-02-05
4122,2023-02-06
4123,2023-02-07
4124,2023-02-08
4125,2023-02-09
4126,2023-02-10
4127,2023-02-11
4128,2023-02-12
4129,2023-02-13
4130,2023-02-14
4131,2023-02-15
4132,2023-02-16
4133,2023-02-17
4134,2023-02-18
4135,2023-02-19
4136,2023-02-22
4137,2023-02-23
4138,2023-02-24
4139,2023-02-27
4140,2023-02-28
4141,2023-03-01
4142,2023-03-03
4143,2023-03-04
4144,2023-03-05
4145,2023-03-06
4146,2023-03-07
4147,2023-03-08
4148,2023-03-09
4149,2023-03-10
4150,2023-03-11
4151,2023-03-12
4152,2023-03-13
4153,2023-03-16
4154,2023-03-17
4155,2023-03-18
4156,2023-03-20
4157,2023-03-21
4158,2023-03-22
4159,2023-03-23
4160,2023-03-24
4161,2023-03-25
4162,2023-03-26
4163,2023-03-27
4164,2023-03-28
4165,2023-03-30
4166,2023-03-31
4167,2023-04-01
4168,2023-04-02
4169,2023-04-03
4170,2023-04-04
4171,2023-04-05
4172,2023-04-06
4173,2023-04-07
4174,2023-04-08
4175,2023-04-09
4176,2023-04-10
4177,2023-04-11
4178,2023-04-12
4179,2023-04-13
4180,2023-04-14
4181,2023-04-15
4182,2023-04-16
4183,2023-04-17
4184,2023-04-18
4185,2023-04-19
4186,2023-04-20
4187,2023-04-21
4188,2023-04-22
4189,2023-04-23
4190,2023-04-24
4191,2023-04-25
4192,2023-04-26
4193,2023-04-27
4194,2023-04-28
4195,2023-04-29
4196,2023-05-01
4197,2023-05-02
4198,2023-05-03
4199,2023-05-04
4200,2023-05-05
4201,2023-05-11
4202,2023-05-12
4203,2023-05-13
4204,2023-05-15
4205,2023-05-17
4206,2023-05-18
4207,2023-05-20
4208,2023-05-21
4209,2023-05-22
4210,2023-05-23
4211,2023-05-24
4212,2023-05-25
4213,2023-05-26
4214,2023-05-27
4215,2023-05-28
4216,2023-05-29
4217,2023-05-30
4218,2023-06-01
4219,2023-06-02
4220,2023-06-03
4221,2023-06-04
4222,2023-06-05
4223,2023-06-06
4224,2023-06-08
4225,2023-06-09
4226,2023-06-10
4227,2023-06-11
4228,2023-06-13
4229,2023-06-15
4230,2023-06-16
4231,2023-06-17
4232,2023-06-18
4233,2023-06-19
4234,2023-06-20
4235,2023-06-23
4236,2023-06-25
4237,2023-06-26
4238,2023-06-27
4239,2023-06-29
4240,2023-06-30
4241,2023-07-01
4242,2023-07-02
4243,2023-07-03
4244,2023-07-04
4245,2023-07-05
4246,2023-07-06
4247,2023-07-07
4248,2023-07-08
4249,2023-07-09
4250,2023-07-10
4251,2023-07-11
4252,2023-07-12
4253,2023-07-13
4254,2023-07-15
4255,2023-07-17
4256,2023-07-18
4257,2023-07-19
4258,2023-07-21
4259,2023-07-22
4260,2023-07-23
4261,2023-07-24
4262,2023-07-26
4263,2023-07-27
4264,2023-07-28
4265,2023-07-29
4266,2023-07-30
4267,2023-07-31
4268,2023-08-01
4269,2023-08-03
4270,2023-08-04
4271,2023-08-05
4272,2023-08-06
4273,2023-08-08
4274,2023-08-10
4275,2023-08-12
4276,2023-08-13
4277,2023-08-14
4278,2023-08-15
4279,2023-08-17
4280,2023-08-18
4281,2023-08-20
4282,2023-08-21
4283,2023-08-22
4284,2023-08-24
4285,2023-08-25
4286,2023-08-26
4287,2023-08-27
4288,2023-08-28
4289,2023-08-29
4290,2023-08-31
4291,2023-09-01
4292,2023-09-02
4293,2023-09-03
4294,2023-09-04
4295,2023-09-05
