,id,account_id,dttm,amt
4054,186,87,2010-12-25 17:54:20,-392.23
8786,187,52,2010-12-28 06:33:53,-664.03
7362,188,20,2010-12-28 09:03:40,-190.74
8831,189,12,2010-12-28 11:27:15,-217.79
5895,190,12,2010-12-29 03:11:34,-616.94
7744,191,52,2010-12-29 06:24:01,996.16
7616,192,12,2010-12-29 19:57:15,-708.18
4571,193,52,2010-12-30 05:21:29,476.89
7085,194,52,2010-12-30 09:45:36,508.91
6320,195,27,2010-12-30 21:49:46,-952.17
3661,196,71,2010-12-31 21:28:26,978.26
5537,197,71,2011-01-01 14:02:52,-903.7
7483,198,52,2011-01-02 08:01:35,75.25
8191,199,87,2011-01-03 14:45:50,-735.36
6203,200,52,2011-01-03 16:17:26,-314.55
3990,201,13,2011-01-03 19:09:33,-543.84
4750,202,87,2011-01-03 20:59:53,-515.32
6753,203,71,2011-01-04 20:08:45,-760.81
1025,204,52,2011-01-05 03:57:57,920.79
4097,205,52,2011-01-05 21:22:03,-77.66
5811,206,52,2011-01-05 21:24:04,947.79
9101,207,52,2011-01-06 01:55:04,-170.19
6694,208,52,2011-01-06 03:57:55,950.42
4377,209,71,2011-01-08 01:36:31,-823.22
4613,210,52,2011-01-08 04:21:16,-913.75
7280,211,52,2011-01-08 04:34:50,903.62
2343,212,52,2011-01-09 15:28:45,-202.62
6752,213,52,2011-01-14 10:56:55,59.03
446,214,52,2011-01-14 15:11:39,-720.84
1485,215,52,2011-01-14 21:13:49,-995.69
7999,216,52,2011-01-16 08:32:50,886.78
6419,217,12,2011-01-16 09:20:15,607.63
3324,218,87,2011-01-17 08:50:13,152.17
740,219,52,2011-01-18 11:22:57,-431.96
7327,220,52,2011-01-18 14:19:01,353.94
2428,221,76,2011-01-18 20:20:51,-492.65
3156,222,52,2011-01-20 09:21:34,-968.69
2481,223,76,2011-01-20 22:01:29,149.38
4340,224,76,2011-01-22 11:54:21,956.01
4482,225,71,2011-01-22 20:16:25,-525.1
4281,226,87,2011-01-22 20:52:07,-859.38
3470,227,52,2011-01-23 02:01:58,-278.49
1122,228,13,2011-01-27 14:11:00,-438.26
7904,229,71,2011-01-28 13:55:30,207.15
6195,230,87,2011-01-31 01:28:13,6.48
1384,231,87,2011-01-31 18:09:49,995.28
1175,232,12,2011-02-02 21:48:20,-1.17
1415,233,74,2011-02-03 12:23:10,-937.32
9232,234,71,2011-02-03 18:43:38,-898.78
722,235,74,2011-02-04 07:35:26,-271.23
7344,236,74,2011-02-05 00:18:17,-228.73
2069,237,71,2011-02-09 08:10:15,530.47
3559,238,12,2011-02-09 19:46:45,-315.34
1144,239,20,2011-02-10 19:23:18,-649.54
5123,240,12,2011-02-10 20:29:09,168.72
3111,241,74,2011-02-12 03:07:20,-570.6
6932,242,87,2011-02-14 18:27:39,-574.85
7003,243,27,2011-02-15 13:59:00,724.59
2621,244,13,2011-02-17 05:55:38,-94.82
9939,245,12,2011-02-18 16:50:59,-285.89
5008,246,13,2011-02-19 10:32:23,-316.05
5044,247,20,2011-02-19 21:02:13,393.55
8148,248,12,2011-02-20 12:35:26,-58.53
5295,249,12,2011-02-24 07:36:19,-948.66
7908,250,87,2011-02-25 00:17:16,-904.98
3254,251,87,2011-02-25 05:11:23,-197.8
758,252,76,2011-02-25 19:54:48,878.3
10048,253,71,2011-02-26 01:35:13,824.96
645,254,12,2011-02-27 11:46:36,62.89
2204,255,12,2011-02-27 16:17:16,277.96
9437,256,12,2011-02-27 19:39:37,326.9
6439,257,87,2011-02-28 15:02:31,-901.46
8625,258,12,2011-02-28 20:38:31,-737.98
6667,259,27,2011-03-03 06:48:14,-16.37
4359,260,13,2011-03-06 16:14:06,-878.74
4690,261,27,2011-03-08 22:13:50,894.87
7181,262,12,2011-03-09 17:53:36,-839.25
2197,263,76,2011-03-10 02:03:19,-708.94
9363,264,12,2011-03-10 06:21:13,303.19
9669,265,76,2011-03-12 04:32:24,372.23
2773,266,12,2011-03-14 22:53:39,-785.36
741,267,87,2011-03-15 23:47:12,-531.76
5702,268,13,2011-03-18 20:59:58,491.42
2030,269,20,2011-03-20 03:48:16,-784.79
9763,270,20,2011-03-22 10:26:28,-647.18
49,271,50,2011-03-23 00:00:00,0.0
9523,272,20,2011-03-24 02:59:56,-346.39
1540,273,12,2011-03-26 11:29:23,257.83
5601,274,71,2011-03-28 15:52:37,-622.57
6782,275,74,2011-03-28 23:01:34,846.76
4175,276,12,2011-03-30 04:17:53,-983.85
3610,277,71,2011-04-01 13:01:58,641.92
6984,278,50,2011-04-02 10:06:05,187.38
8687,279,27,2011-04-03 14:37:16,-627.69
90,280,91,2011-04-05 00:00:00,0.0
1982,281,87,2011-04-06 20:07:06,-376.85
7980,282,87,2011-04-09 09:08:08,-267.45
8482,283,76,2011-04-12 01:28:24,456.34
6696,284,12,2011-04-12 14:21:42,-801.91
1627,285,87,2011-04-12 17:12:56,-621.95
5534,286,71,2011-04-13 03:36:52,-124.7
5202,287,12,2011-04-13 14:33:07,800.12
3021,288,74,2011-04-13 16:24:54,427.59
8322,289,87,2011-04-13 21:11:03,199.79
727,290,12,2011-04-13 23:50:34,789.92
1616,291,27,2011-04-14 19:50:21,332.87
777,292,76,2011-04-16 21:12:55,-995.05
2009,293,27,2011-04-25 22:12:12,-307.67
9852,294,91,2011-04-26 05:49:01,781.58
7757,295,76,2011-04-26 12:17:39,143.5
8126,296,50,2011-04-29 15:00:41,781.48
5067,297,74,2011-05-02 18:26:12,-371.64
2377,298,87,2011-05-03 15:36:32,449.47
7704,299,12,2011-05-03 16:13:37,-61.71
8985,300,71,2011-05-06 02:16:39,-400.21
8406,301,87,2011-05-06 23:23:07,-335.88
8000,302,12,2011-05-07 05:10:40,210.34
2418,303,12,2011-05-08 16:41:49,-478.04
1537,304,76,2011-05-08 21:59:47,177.68
3522,305,12,2011-05-09 16:56:10,-43.25
1817,306,87,2011-05-11 01:41:25,40.09
4371,307,74,2011-05-11 16:53:12,145.83
6184,308,71,2011-05-13 20:05:17,-399.36
3229,309,71,2011-05-18 15:48:19,-294.56
1665,310,71,2011-05-18 16:52:18,928.62
7550,311,50,2011-05-19 20:44:11,952.9
8909,312,87,2011-05-21 18:30:20,-657.36
6543,313,12,2011-05-22 08:48:51,889.54
8039,314,87,2011-05-24 17:41:59,-407.37
6262,315,71,2011-05-25 11:42:38,589.87
9982,316,12,2011-05-26 05:02:38,203.79
5485,317,87,2011-05-29 03:59:58,7.91
2346,318,27,2011-05-29 13:46:05,249.2
9999,319,50,2011-05-29 20:32:47,-634.31
823,320,12,2011-05-30 07:35:26,298.4
6586,321,87,2011-05-30 13:03:06,640.68
5733,322,12,2011-05-31 02:57:35,-548.26
4192,323,13,2011-05-31 21:29:08,-832.34
4938,324,12,2011-06-01 11:56:20,764.77
2993,325,87,2011-06-01 15:06:27,-237.82
1732,326,12,2011-06-02 01:52:01,226.06
2678,327,50,2011-06-03 03:24:54,-612.68
3950,328,12,2011-06-03 03:31:06,559.97
8275,329,91,2011-06-09 15:09:47,127.86
3992,330,71,2011-06-13 11:16:36,804.9
197,331,71,2011-06-14 13:41:39,-601.21
6281,332,12,2011-06-15 02:02:57,465.79
27,333,28,2011-06-16 00:00:00,0.0
3349,334,71,2011-06-18 03:44:39,-922.14
5082,335,27,2011-06-18 06:10:24,-967.22
3062,336,12,2011-06-18 20:18:19,-249.79
2488,337,71,2011-06-19 00:15:07,195.9
5139,338,71,2011-06-20 07:02:26,954.96
2832,339,28,2011-06-21 17:46:30,-19.56
7842,340,91,2011-06-22 02:58:40,670.51
9584,341,71,2011-06-24 05:45:24,229.15
9810,342,12,2011-06-25 15:35:38,-792.63
3676,343,91,2011-06-28 00:13:47,29.27
5188,344,71,2011-06-28 19:49:04,778.68
3828,345,87,2011-07-01 15:39:40,902.13
4720,346,71,2011-07-02 09:35:17,983.84
9441,347,91,2011-07-02 21:12:32,-548.96
3299,348,50,2011-07-06 20:26:14,595.28
927,349,50,2011-07-07 08:58:09,2.68
10044,350,50,2011-07-08 14:54:00,471.76
4871,351,12,2011-07-10 12:46:41,608.86
2419,352,27,2011-07-10 14:30:37,-634.65
8726,353,91,2011-07-11 07:39:10,-106.17
4155,354,71,2011-07-11 10:21:04,474.45
8067,355,12,2011-07-11 19:30:26,-817.88
6206,356,74,2011-07-12 01:44:13,215.92
3537,357,76,2011-07-16 00:37:56,744.42
1515,358,87,2011-07-16 01:06:37,-366.47
8737,359,87,2011-07-18 16:24:22,183.67
4450,360,13,2011-07-20 03:06:05,754.46
7960,361,87,2011-07-22 12:48:35,961.29
7330,362,71,2011-07-22 19:23:03,98.83
1380,363,87,2011-07-28 10:36:31,-748.05
7049,364,76,2011-07-30 19:27:13,-80.26
3067,365,71,2011-08-02 03:10:01,803.41
9965,366,87,2011-08-02 21:09:44,660.01
1395,367,12,2011-08-04 19:02:02,314.0
2633,368,12,2011-08-07 16:41:17,114.28
8960,369,71,2011-08-08 15:21:19,-491.74
2116,370,87,2011-08-09 13:10:15,-629.84
5658,371,91,2011-08-09 19:05:07,636.56
5266,372,87,2011-08-10 08:03:54,495.7
9285,373,20,2011-08-10 12:23:29,-848.89
7039,374,91,2011-08-11 20:10:17,-359.63
8183,375,76,2011-08-12 03:10:25,242.07
2090,376,13,2011-08-12 07:39:39,482.84
2532,377,13,2011-08-12 08:25:35,644.69
1765,378,87,2011-08-12 12:45:05,832.96
348,379,71,2011-08-12 15:19:45,220.19
4441,380,12,2011-08-13 10:43:29,-908.02
2671,381,87,2011-08-13 13:31:54,-606.82
718,382,71,2011-08-13 20:41:19,2.17
1937,383,27,2011-08-14 23:31:58,-882.69
6836,384,12,2011-08-15 07:02:00,-4.27
2885,385,71,2011-08-15 09:35:38,785.37
7540,386,50,2011-08-15 17:07:00,505.48
7234,387,87,2011-08-16 15:11:57,50.88
3810,388,71,2011-08-19 09:29:32,-397.52
85,389,86,2011-08-20 00:00:00,0.0
5756,390,12,2011-08-23 04:41:07,-948.04
9620,391,12,2011-08-24 15:50:32,-33.56
2278,392,87,2011-08-25 02:33:10,-249.11
809,393,71,2011-08-25 04:14:31,-555.6
7753,394,13,2011-08-25 05:18:04,-880.22
6662,395,71,2011-08-26 23:16:03,-966.17
7853,396,87,2011-08-29 20:31:25,-811.99
9508,397,74,2011-08-30 04:32:44,-26.28
3971,398,91,2011-09-01 01:22:34,-799.73
2113,399,87,2011-09-01 22:40:14,371.3
1013,400,91,2011-09-02 10:05:48,157.29
4662,401,71,2011-09-03 04:46:22,-639.0
5742,402,28,2011-09-03 12:43:33,171.58
2877,403,76,2011-09-03 22:23:45,-753.83
5939,404,71,2011-09-03 23:13:28,-332.97
4318,405,13,2011-09-04 03:28:19,-203.89
7789,406,71,2011-09-04 07:34:52,114.11
3165,407,13,2011-09-04 09:33:01,-842.8
2521,408,87,2011-09-04 23:51:53,92.36
6733,409,74,2011-09-05 10:20:38,878.87
8317,410,71,2011-09-07 15:17:37,841.45
3887,411,86,2011-09-08 01:34:47,88.92
4501,412,50,2011-09-08 20:30:39,-535.89
5987,413,71,2011-09-09 01:02:04,787.98
7423,414,76,2011-09-09 23:48:37,55.34
4127,415,13,2011-09-10 05:22:20,599.57
3943,416,76,2011-09-10 12:42:04,282.38
7083,417,12,2011-09-13 12:02:08,-162.13
5224,418,13,2011-09-13 19:11:36,889.33
373,419,12,2011-09-17 18:40:08,-190.46
6437,420,71,2011-09-19 09:09:36,407.07
4810,421,74,2011-09-19 10:35:07,-261.05
3765,422,12,2011-09-19 12:41:55,-518.71
6043,423,91,2011-09-21 06:18:18,-980.64
3527,424,87,2011-09-21 18:46:05,-211.18
3613,425,12,2011-09-21 20:52:48,947.79
3236,426,87,2011-09-22 14:05:41,-281.02
1402,427,87,2011-09-23 11:45:32,598.02
1705,428,86,2011-09-24 15:04:27,743.45
3565,429,87,2011-09-29 07:01:08,-263.69
9294,430,71,2011-10-01 15:53:05,-283.84
6343,431,76,2011-10-06 20:14:08,254.45
7232,432,12,2011-10-07 14:09:32,-574.37
678,433,12,2011-10-08 11:53:02,-904.06
8393,434,12,2011-10-13 09:47:30,548.97
6059,435,87,2011-10-13 21:38:29,-505.75
743,436,87,2011-10-17 14:38:29,-913.98
6233,437,50,2011-10-17 14:57:21,837.87
6350,438,12,2011-10-17 18:36:12,170.8
6090,439,71,2011-10-20 03:57:17,928.69
1145,440,12,2011-10-21 05:20:05,645.62
7969,441,76,2011-10-21 12:02:04,-817.07
6271,442,87,2011-10-24 01:17:31,559.95
8859,443,87,2011-10-24 17:19:25,-767.11
9108,444,13,2011-10-25 01:14:30,319.04
7044,445,13,2011-10-25 04:58:25,-448.48
6878,446,12,2011-10-25 23:31:16,-788.06
23,447,24,2011-11-01 00:00:00,0.0
6210,448,76,2011-11-02 03:41:18,252.08
359,449,71,2011-11-02 17:35:50,-514.73
4999,450,71,2011-11-03 04:47:31,471.89
9068,451,87,2011-11-03 06:48:14,-83.97
6903,452,50,2011-11-03 07:34:03,111.26
8189,453,12,2011-11-04 01:19:03,386.72
7638,454,71,2011-11-04 09:24:26,-936.6
9027,455,87,2011-11-04 19:05:38,-28.65
1218,456,24,2011-11-04 23:25:08,-958.7
979,457,86,2011-11-06 00:52:42,-564.49
505,458,27,2011-11-06 05:21:43,-396.45
5625,459,91,2011-11-07 04:43:36,-740.23
8917,460,24,2011-11-08 05:06:51,733.84
5425,461,27,2011-11-08 06:23:32,-863.16
5169,462,24,2011-11-08 09:20:50,-257.37
2027,463,71,2011-11-08 20:38:59,697.7
552,464,50,2011-11-10 16:48:13,690.01
3589,465,24,2011-11-10 20:12:10,424.5
5383,466,12,2011-11-11 13:13:13,82.09
515,467,24,2011-11-12 08:08:10,-292.7
9772,468,24,2011-11-12 20:35:39,-337.62
4399,469,87,2011-11-14 03:28:35,842.72
9951,470,24,2011-11-15 06:35:35,350.29
535,471,71,2011-11-15 21:45:53,593.75
7898,472,24,2011-11-16 04:09:52,-393.61
2788,473,13,2011-11-16 06:35:32,-812.48
2401,474,24,2011-11-20 17:14:22,-658.35
1631,475,24,2011-11-21 02:58:39,-302.62
97,476,98,2011-11-22 00:00:00,0.0
9369,477,91,2011-11-22 02:01:06,165.18
3925,478,87,2011-11-22 13:40:25,45.6
5523,479,87,2011-11-22 15:27:35,575.38
6726,480,20,2011-11-22 23:28:38,-14.17
5985,481,24,2011-11-22 23:50:52,412.61
5833,482,71,2011-11-23 10:30:13,-796.24
5513,483,91,2011-11-25 04:19:33,-110.55
5421,484,12,2011-11-25 11:18:27,-20.56
6447,485,12,2011-11-25 11:49:54,2.34
5927,486,76,2011-11-26 10:46:07,-851.58
4864,487,27,2011-11-26 18:58:43,497.1
5427,488,24,2011-11-28 15:25:13,124.01
8140,489,76,2011-11-29 20:56:43,453.81
6772,490,74,2011-11-30 09:53:02,-630.23
4821,491,50,2011-11-30 20:47:53,381.31
7016,492,24,2011-12-01 22:17:22,916.6
467,493,24,2011-12-02 05:11:37,841.11
2576,494,24,2011-12-02 06:28:28,-642.5
5241,495,24,2011-12-02 17:45:37,624.14
6688,496,71,2011-12-03 08:55:25,44.64
7823,497,24,2011-12-03 22:34:48,-952.28
7076,498,12,2011-12-05 09:16:39,-111.24
1824,499,20,2011-12-05 11:30:36,638.95
3955,500,24,2011-12-05 19:37:58,62.61
176,501,24,2011-12-06 03:53:57,-140.42
8554,502,24,2011-12-06 19:24:26,253.53
2489,503,76,2011-12-07 02:23:36,230.37
7200,504,24,2011-12-07 09:44:59,927.36
8386,505,24,2011-12-07 15:18:55,979.05
9828,506,24,2011-12-07 19:22:36,-178.46
68,507,69,2011-12-08 00:00:00,0.0
5436,508,24,2011-12-08 18:51:30,-662.28
2605,509,24,2011-12-09 05:54:36,420.77
10043,510,24,2011-12-10 18:39:30,-408.13
7405,511,71,2011-12-11 10:42:28,97.68
6777,512,71,2011-12-11 20:20:11,-89.15
2472,513,12,2011-12-13 01:28:30,543.22
8927,514,12,2011-12-13 01:41:35,-561.34
5289,515,76,2011-12-13 06:35:55,-470.51
9287,516,24,2011-12-13 08:43:40,-66.29
3355,517,12,2011-12-13 11:15:47,729.09
8449,518,20,2011-12-14 22:40:34,817.85
558,519,50,2011-12-15 03:56:06,-311.51
7143,520,74,2011-12-15 06:11:10,-152.12
533,521,24,2011-12-15 23:45:44,-409.89
1547,522,24,2011-12-16 06:02:03,-787.03
6305,523,87,2011-12-17 00:50:06,-910.53
4986,524,24,2011-12-17 18:26:07,755.14
5719,525,71,2011-12-17 19:40:18,774.05
224,526,91,2011-12-17 20:46:21,-996.55
2844,527,87,2011-12-18 02:20:00,294.21
9762,528,20,2011-12-18 03:36:10,587.39
5578,529,12,2011-12-18 10:46:45,-179.06
4788,530,12,2011-12-19 13:52:38,-416.37
7922,531,12,2011-12-20 05:28:06,852.44
9630,532,71,2011-12-20 09:21:10,308.16
1110,533,24,2011-12-20 21:14:23,-200.88
4525,534,98,2011-12-21 11:03:49,227.69
5531,535,76,2011-12-21 22:37:44,-745.47
137,536,12,2011-12-22 13:42:12,-801.7
79,537,80,2011-12-24 00:00:00,0.0
9886,538,80,2011-12-25 14:31:52,-432.05
3907,539,80,2011-12-25 15:12:30,-728.75
9087,540,80,2011-12-25 16:43:38,324.69
1056,541,87,2011-12-26 14:12:33,503.49
1169,542,80,2011-12-26 21:45:41,-986.69
9670,543,80,2011-12-26 23:07:59,-510.46
9482,544,87,2011-12-27 22:09:28,-458.03
7320,545,74,2011-12-27 23:05:37,-130.28
3983,546,80,2011-12-28 16:56:51,-17.03
4544,547,24,2011-12-28 22:52:25,-698.39
202,548,80,2011-12-29 09:33:38,-103.62
2591,549,80,2011-12-29 11:44:27,-417.19
4555,550,80,2011-12-29 13:12:23,387.31
7374,551,80,2011-12-29 19:27:40,-110.97
7778,552,80,2011-12-29 19:33:28,-388.27
5377,553,80,2011-12-29 23:08:58,-389.83
9876,554,80,2011-12-30 01:22:53,-675.47
6403,555,80,2011-12-30 04:18:10,-564.98
1783,556,80,2011-12-30 07:22:09,-31.24
4279,557,24,2011-12-30 10:53:11,-415.59
423,558,91,2011-12-30 12:48:04,-825.45
5763,559,80,2011-12-30 21:24:21,-216.91
8319,560,80,2011-12-30 23:40:37,18.33
2495,561,13,2011-12-30 23:45:38,904.75
1151,562,80,2011-12-31 12:24:32,-469.3
9347,563,12,2012-01-01 07:34:44,-289.99
8925,564,80,2012-01-02 14:43:34,-59.18
6228,565,91,2012-01-03 01:01:05,-770.59
5947,566,24,2012-01-03 06:28:03,-146.13
8086,567,80,2012-01-03 17:15:18,-728.29
8914,568,80,2012-01-04 05:02:14,-415.22
9814,569,80,2012-01-04 21:11:06,-538.72
1644,570,24,2012-01-05 01:48:17,840.87
2634,571,86,2012-01-05 03:10:15,-766.42
729,572,91,2012-01-05 14:41:51,-130.44
